Sentence	TokenOrder	Token	NER_Tag	pos
69	10	aniqlangan	O	VB
69	11	bo‘lib	O	VB
69	12	,	O	PUNCT
69	13	umumiy	O	JJ
69	14	investitsiyalarning	O	N
69	15	hajmi	O	N
69	16	400	B-MONEY	NER
69	17	million	I-MONEY	NER
69	18	dollarni	I-MONEY	NER
69	19	tashkil	O	VB
69	20	etadi	O	VB
69	21	.	O	PUNCT
70	1	Alisher	B-PER	NER
70	2	Navoiy	I-PER	NER
70	3	nomidagi	O	N
70	4	xalqaro	O	JJ
70	5	o‘zbek	O	N
70	6	tili	O	N
70	7	olimpiadasi	O	N
70	8	o‘tkaziladi	O	VB
70	9	.	O	PUNCT
71	1	O‘zbekiston	B-LOC	NER
71	2	prezidentining	O	N
71	3	«	O	PUNCT
71	4	Davlat	B-WORK	N
71	5	tilini	I-WORK	N
71	6	yanada	I-WORK	RR
71	7	rivojlantirishga	I-WORK	VB
71	8	oid	I-WORK	II
71	9	qo‘shimcha	I-WORK	JJ
71	10	chora-tadbirlar	I-WORK	N
71	11	to‘g‘risida	I-WORK	II
71	12	»	O	PUNCT
71	13	gi	O	N
71	14	qarori	O	N
71	15	qabul	O	VB
71	16	qilindi	O	VB
71	17	.	O	PUNCT
72	1	Koreyaning	B-LOC	NER
72	2	Paran	B-LOC	NER
72	3	shahrida	I-LOC	N
72	4	Koreta	B-ORG	NER
72	5	Co.	I-ORG	NER
72	6	,	B-ORG	PUNCT
72	7	LTD	I-ORG	NER
72	8	kompaniyasining	I-ORG	N
72	9	yangi	O	JJ
72	10	savdo-logistika	O	N
72	11	markazi	O	N
72	12	ishga	O	IB
72	13	tushirildi	O	IB
72	14	.	O	PUNCT
73	1	Markazning	O	N
73	2	ochilish	O	VB
73	3	marosimida	O	N
73	4	amaliy	O	JJ
73	5	tashrif	O	N
73	6	bilan	O	II
73	7	Koreya	B-LOC	NER
73	8	Respublikasida	I-LOC	NER
73	9	bo‘lib	O	VB
73	10	turgan	O	VB
73	11	Farg‘ona	B-LOC	NER
73	12	viloyati	I-LOC	NER
73	13	hokimi	O	N
73	14	Xayrulla	B-PER	NER
73	15	Bozorov	I-PER	NER
73	16	hamda	O	C
73	17	O‘zbekistonning	B-LOC	NER
73	18	Koreyadagi	I-LOC	NER
73	19	favqulodda	O	NER
73	20	va	O	NER
73	21	muxtor	O	NER
73	22	elchisi	O	N
73	23	Alisher	B-PER	NER
73	24	Abdusalomov	I-PER	NER
73	25	ishtirok	O	VB
73	26	etdi	O	VB
73	27	.	O	PUNCT
74	1	Logistika	O	N
74	2	markazi	O	N
74	3	farg‘onalik	O	N
74	4	yosh	O	JJ
74	5	tadbirkorlar	O	N
74	6	—	O	PUNCT
74	7	Abduvohid	B-PER	NER
74	8	Qodirov	I-PER	NER
74	9	,	O	PUNCT
74	10	Javohir	B-PER	NER
74	11	Valiyev	I-PER	NER
74	12	va	O	C
74	13	Muhammadsaid	B-PER	NER
74	14	Xo‘jayev	I-PER	NER
74	15	tashabbusi	O	N
74	16	hamda	O	C
74	17	6	B-MONEY	NUM
74	18	million	I-MONEY	NUM
74	19	dollarlik	I-MONEY	N
74	20	sarmoya	O	N
74	21	hisobiga	O	N
74	22	barpo	O	VB
74	23	etildi	O	VB
74	24	.	O	PUNCT
75	1	O‘zbekistonning	B-LOC	NER
75	2	Koreyadagi	I-LOC	NER
75	3	favqulodda	O	NER
75	4	va	O	NER
75	5	muxtor	O	NER
75	6	elchisi	O	N
75	7	Alisher	B-PER	NER
75	8	Abdusalomov	I-PER	NER
75	9	so‘zga	O	N
75	10	chiqib	O	VB
75	11	,	O	PUNCT
75	12	Koreta	B-ORG	NER
75	13	kompaniyasi	I-ORG	N
75	14	O‘zbekiston	B-LOC	NER
75	15	mahsulotlarini	O	N
75	16	jahon	O	N
75	17	bozoriga	O	N
75	18	chiqarishda	O	VB
75	19	muhim	O	JJ
75	20	o‘rin	O	N
75	21	tutayotganini	O	VB
75	22	qayd	O	VB
75	23	etdi	O	VB
75	24	.	O	PUNCT
76	1	Elchixona	O	N
76	2	tomonidan	O	II
76	3	vatandoshlar	O	N
76	4	biznes	O	N
76	5	tashabbuslariga	O	N
76	6	amaliy	O	JJ
76	7	ko‘mak	O	N
76	8	va	O	C
76	9	qo‘llab-quvvatlash	O	VB
76	10	doimiy	O	JJ
76	11	ravishda	O	N
76	12	ko‘rsatilayotgani	O	VB
76	13	ta’kidlandi	O	VB
76	14	.	O	PUNCT
77	1	Marosim	O	N
77	2	doirasida	O	N
77	3	Koreta	B-ORG	NER
77	4	Co.	I-ORG	NER
77	5	,	I-ORG	PUNCT
77	6	LTD	I-ORG	NER
77	7	kompaniyasi	I-ORG	N
77	8	faoliyati	O	N
77	9	bo‘yicha	O	II
77	10	taqdimot	O	N
77	11	o‘tkazildi	O	VB
77	12	.	O	PUNCT
78	1	Kompaniya	O	N
78	2	10	B-NUMERIC	NUM
78	3	yildan	I-NUMERIC	NUM
78	4	ortiq	O	JJ
78	5	vaqtdan	O	N
78	6	beri	O	II
78	7	oziq-ovqat	O	N
78	8	va	O	C
78	9	to‘qimachilik	O	N
78	10	mahsulotlarini	O	N
78	11	Koreya	B-LOC	NER
78	12	bo‘ylab	O	II
78	13	yetkazib	O	VB
78	14	berish	O	VB
78	15	bilan	O	II
78	16	shug‘ullanadi	O	VB
78	17	.	O	PUNCT
79	1	Hozirda	O	RR
79	2	1000	B-NUMERIC	NUM
79	3	dan	O	NUM
79	4	ziyod	O	RR
79	5	mijozlar	O	N
79	6	bazasi	O	N
79	7	mavjud	O	N
79	8	bo‘lib	O	VB
79	9	,	O	PUNCT
79	10	kompaniya	O	N
79	11	Koreya	B-LOC	NER
79	12	harbiy	O	JJ
79	13	tizimi	O	N
79	14	bilan	O	II
79	15	ham	O	Prt
79	16	mahsulot	O	N
79	17	yetkazib	O	VB
79	18	berish	O	VB
79	19	bo‘yicha	O	II
79	20	shartnoma	O	N
79	21	tuzgan	O	VB
79	22	.	O	PUNCT
80	1	Assortiment	O	NER
80	2	1100	B-NUMERIC	NUM
80	3	dan	O	NUM
80	4	ziyod	O	RR
80	5	turdagi	O	N
80	6	mahsulotlarni	O	N
80	7	o‘z	O	IB
80	8	ichiga	O	IB
80	9	oladi	O	IB
80	10	.	O	PUNCT
81	1	Mahsulotlar	O	N
81	2	qisman	O	RR
81	3	O‘zbekistondan	B-LOC	NER
81	4	,	O	PUNCT
81	5	shuningdek	O	MD
81	6	Rossiya	B-LOC	NER
81	7	,	O	PUNCT
81	8	Gruziya	B-LOC	NER
81	9	,	O	PUNCT
81	10	Bolgariya	B-LOC	NER
81	11	,	O	PUNCT
81	12	Italiya	B-LOC	NER
81	13	,	O	PUNCT
81	14	Polsha	B-LOC	NER
81	15	va	O	C
81	16	Niderlandiya	B-LOC	NER
81	17	kabi	O	II
81	18	17	B-NUMERIC	JJ
81	19	dan	O	JJ
81	20	ortiq	O	JJ
81	21	davlatdan	O	N
81	22	keltiriladi	O	VB
81	23	.	O	PUNCT
82	1	Kompaniyaning	O	N
82	2	Polshada	B-LOC	N
82	3	ofislari	O	N
82	4	,	O	PUNCT
82	5	Qozog‘istonda	B-LOC	NER
82	6	sut	O	N
82	7	mahsulotlari	O	N
82	8	zavodi	O	N
82	9	hamda	O	C
82	10	O‘zbekistonda	B-LOC	NER
82	11	to‘qimachilik	O	N
82	12	fabrikalari	O	N
82	13	faoliyat	O	N
82	14	yuritmoqda	O	VB
82	15	.	O	PUNCT
83	1	“	O	PUNCT
83	2	Quyi	O	RR
83	3	bo‘g‘inda	O	N
83	4	suv	O	N
83	5	resurslarini	O	N
83	6	boshqarish	O	VB
83	7	tizimini	O	N
83	8	yanada	O	RR
83	9	takomillashtirish	O	VB
83	10	hamda	O	C
83	11	sohaning	O	N
83	12	xususiy	O	JJ
83	13	sektor	O	N
83	14	uchun	O	II
83	15	jozibadorligini	O	N
83	16	oshirish	O	VB
83	17	chora-tadbirlari	O	N
83	18	to‘g‘risida	O	II
83	19	”	O	PUNCT
83	20	gi	O	JJ
83	21	prezident	O	N
83	22	qarori	O	N
83	23	qabul	O	VB
83	24	qilindi	O	VB
83	25	.	O	PUNCT
84	1	Qarorni	O	N
84	2	qabul	O	VB
84	3	qilishdan	O	VB
84	4	ko‘zlangan	O	VB
84	5	asosiy	O	JJ
84	6	maqsadli	O	JJ
84	7	ko‘rsatkichlar	O	N
84	8	etib	O	VB
84	9	quyidagilar	O	JJ
84	10	belgilandi	O	VB
84	11	,	O	PUNCT
84	12	jumladan	O	MD
84	13	:	O	PUNCT
84	14	160	B-NUMERIC	NUM
84	15	ta	I-NUMERIC	NUM
84	16	“	O	PUNCT
84	17	Suv	B-ORG	N
84	18	yetkazib	I-ORG	VB
84	19	berish	I-ORG	VB
84	20	xizmati	I-ORG	N
84	21	”	O	PUNCT
84	22	davlat	O	N
84	23	muassasalarining	O	N
84	24	moliyaviy	O	JJ
84	25	mustaqilligini	O	N
84	26	oshirish	O	VB
84	27	,	O	PUNCT
84	28	ularda	O	P
84	29	shtatlarni	O	N
84	30	egiluvchan	O	JJ
84	31	boshqarish	O	VB
84	32	tizimini	O	N
84	33	joriy	O	VB
84	34	qilish	O	VB
84	35	hamda	O	C
84	36	moddiy-texnik	O	JJ
84	37	bazasini	O	N
84	38	mustahkamlash	O	VB
84	39	;	O	PUNCT
84	40	Jizzax	B-LOC	NER
84	41	,	O	PUNCT
84	42	Qashqadaryo	B-LOC	NER
84	43	,	O	PUNCT
84	44	Navoiy	B-LOC	NER
84	45	,	O	PUNCT
84	46	Namangan	B-LOC	NER
84	47	,	O	PUNCT
84	48	Samarqand	B-LOC	NER
84	49	va	O	C
84	50	Sirdaryo	B-LOC	NER
84	51	viloyatlaridagi	I-LOC	N
84	52	nasos	O	N
84	53	stansiyalarining	O	N
84	54	50	B-NUMERIC	NER
84	55	foizini	I-NUMERIC	NER
84	56	2026	B-TEMPORAL	NER
84	57	yilda	I-TEMPORAL	NER
84	58	davlat-xususiy	O	JJ
84	59	sheriklik	O	N
84	60	asosida	O	N
84	61	boshqaruvga	O	VB
84	62	berish	O	VB
84	63	;	O	PUNCT
84	64	“	O	PUNCT
84	65	Suvchilar	B-WORK	N
84	66	maktabi	I-WORK	N
84	67	”	O	PUNCT
84	68	loyihasi	O	N
84	69	doirasida	O	N
84	70	141	B-NUMERIC	NUM
84	71	ta	I-NUMERIC	NUM
84	72	tumanda	O	N
84	73	kamida	O	RR
84	74	3,5	B-NUMERIC	NER
84	75	ming	I-NUMERIC	NER
84	76	gektar	I-NUMERIC	NER
84	77	yer	O	N
84	78	maydonida	O	N
84	79	o‘quv	O	JJ
84	80	dala-shiyponlarini	O	N
84	81	tashkil	O	VB
84	82	etish	O	VB
84	83	.	O	PUNCT
85	1	Suv	O	N
85	2	yetkazib	O	VB
85	3	berish	O	VB
85	4	xizmatlari	O	N
85	5	faoliyati	O	N
85	6	samaradorligini	O	N
85	7	oshirish	O	VB
85	8	maqsadida	O	N
85	9	,	O	PUNCT
85	10	ularga	O	P
85	11	quyidagi	O	JJ
85	12	qo‘shimcha	O	JJ
85	13	vakolatlar	O	N
85	14	berildi	O	VB
85	15	,	O	PUNCT
85	16	jumladan	O	MD
85	17	:	O	PUNCT
85	18	moliyaviy	O	JJ
85	19	holatdan	O	N
85	20	kelib	O	VB
85	21	chiqib	O	VB
85	22	hamda	O	C
85	23	mavsumga	O	N
85	24	qarab	O	II
85	25	mustaqil	O	JJ
85	26	ravishda	O	N
85	27	shtat	O	N
85	28	birliklari	O	N
85	29	sonini	O	N
85	30	belgilash	O	VB
85	31	;	O	PUNCT
85	32	suv	O	N
85	33	resurslaridan	O	N
85	34	foydalanganlik	O	VB
85	35	uchun	O	II
85	36	soliqdan	O	N
85	37	davlat	O	N
85	38	budjetiga	O	N
85	39	tushgan	O	VB
85	40	tushumning	O	N
85	41	40	B-NUMERIC	NER
85	42	foizi	I-NUMERIC	NER
85	43	miqdoridagi	O	N
85	44	mablag‘lar	O	N
85	45	hisobidan	O	N
85	46	moddiy-texnik	O	JJ
85	47	bazani	O	N
85	48	mustahkamlash	O	VB
85	49	.	O	PUNCT
86	1	Kooperativ	O	N
86	2	tashkil	O	VB
86	3	etilgandan	O	VB
86	4	so‘ng	O	II
86	5	yangi	O	JJ
86	6	hisobot	O	N
86	7	yilidan	O	N
86	8	boshlab	O	II
86	9	“	O	PUNCT
86	10	Do‘stlik	B-LOC	N
86	11	tumani	I-LOC	N
86	12	suv	O	N
86	13	yetkazib	O	VB
86	14	berish	O	VB
86	15	xizmati	O	N
86	16	”	O	PUNCT
86	17	davlat	O	N
86	18	muassasasining	O	N
86	19	vazifa	O	N
86	20	va	O	C
86	21	funksiyalari	O	N
86	22	kooperativga	O	N
86	23	o‘tkaziladi	O	VB
86	24	.	O	PUNCT
87	1	Windows	B-MISC	NER
87	2	11	I-MISC	NER
87	3	Pro‘ning	I-MISC	NER
87	4	25H2	I-MISC	NER
87	5	versiyasining	O	N
87	6	64	B-NUMERIC	NUM
87	7	razryadli	O	JJ
87	8	kompyuterlar	O	N
87	9	uchun	O	II
87	10	.iso	B-WORK	NER
87	11	fayli	I-WORK	N
87	12	mavjud	O	N
87	13	.	O	PUNCT
88	1	Telegramga	B-MISC	N
88	2	maksimum	O	RR
88	3	4	B-NUMERIC	NUM
88	4	GB	I-NUMERIC	NUM
88	5	lik	O	NUM
88	6	fayllar	O	N
88	7	yuklash	O	VB
88	8	ruhsat	O	N
88	9	etilgani	O	VB
88	10	sababli	O	II
88	11	2	B-NUMERIC	NUM
88	12	GB	I-NUMERIC	NUM
88	13	dan	O	NUM
88	14	bir	O	NUM
88	15	qancha	O	P
88	16	qismlarga	O	N
88	17	bo‘lib	O	VB
88	18	joylayapmiz	O	VB
88	19	.	O	PUNCT
89	1	YouTube’dan	B-MISC	N
89	2	Kompyuter	B-ORG	NER
89	3	Akademiyasi	I-ORG	NER
89	4	uchun	O	II
89	5	alohida	O	JJ
89	6	yangi	O	JJ
89	7	kanal	O	N
89	8	ochmaymiz	O	VB
89	9	,	O	PUNCT
89	10	balki	O	C
89	11	mavjud	O	N
89	12	kanalni	O	N
89	13	jonlantiramiz	O	VB
89	14	inshaalloh	O	MD
89	15	.	O	PUNCT
90	1	Microsoft	B-MISC	NER
90	2	Office	I-MISC	NER
90	3	2024	B-MISC	NER
90	4	dasturi	O	N
90	5	joylandi	O	VB
90	6	!	O	PUNCT
91	1	Hozir	O	RR
91	2	qiziqib	O	VB
91	3	YouTube’da	B-MISC	VB
91	4	kompyuterni	O	N
91	5	o‘rgatuvchi	O	N
91	6	(	O	PUNCT
91	7	kompyuterga	O	N
91	8	oid	O	II
91	9	hamma	O	P
91	10	soha	O	N
91	11	,	O	PUNCT
91	12	dasturlar	O	N
91	13	bilan	O	II
91	14	ishlash	O	VB
91	15	,	O	PUNCT
91	16	internet	O	N
91	17	,	O	PUNCT
91	18	ofis	O	N
91	19	dasturlari	O	N
91	20	va	O	C
91	21	h.k.	O	N
91	22	)	O	PUNCT
91	23	faol	O	JJ
91	24	kanallarni	O	N
91	25	izladim	O	N
91	26	,	O	PUNCT
91	27	juda	O	RR
91	28	kam	O	RR
91	29	,	O	PUNCT
91	30	boridagi	O	N
91	31	videolar	O	N
91	32	ham	O	Prt
91	33	2025-03-02 00:00:00	B-TEMPORAL	N
91	34	yil	I-TEMPORAL	N
91	35	oldingi	O	RR
91	36	ekan	O	VB
91	37	.	O	PUNCT
92	1	Shunda	O	P
92	2	o‘ylab	O	VB
92	3	qoldim	O	VB
92	4	,	O	PUNCT
92	5	balki	O	C
92	6	“	O	PUNCT
92	7	Kompyuter	B-ORG	N
92	8	Akademiyasi	I-ORG	NER
92	9	”	O	PUNCT
92	10	ning	O	N
92	11	YouTube’dagi	B-MISC	N
92	12	kanalini	O	N
92	13	qayta	O	RR
92	14	jonlantirish	O	VB
92	15	vaqti	O	N
92	16	kelgandir	O	VB
92	17	...	O	PUNCT
92	18	Kim	O	P
92	19	zo‘r	O	N
92	20	bo‘lsa	O	C
92	21	o‘shandan	O	P
92	22	oladi	O	VB
92	23	.	O	PUNCT
93	1	Qolganiga	O	N
93	2	–	O	PUNCT
93	3	toshdek	O	JJ
93	4	og‘ir	O	JJ
93	5	gijda	O	N
93	6	.	O	PUNCT
94	1	Cheti	O	JJ
94	2	ko‘k	O	JJ
94	3	hoshiyali	O	JJ
94	4	dasturxonimizni	O	N
94	5	qo‘ltiqlab	O	VB
94	6	,	O	PUNCT
94	7	saxarda	O	N
94	8	“	O	PUNCT
94	9	Xleb	B-LOC	NER
94	10	”	O	PUNCT
94	11	do‘konida	O	N
94	12	navbatga	O	N
94	13	uchinchi	O	VB
94	14	bo‘lib	O	VB
94	15	qo‘shildim	O	VB
94	16	.	O	PUNCT
95	1	Sovuqda	O	N
95	2	to‘rt	O	NUM
95	3	soat	O	N
95	4	yer	O	VB
95	5	tepinib	O	VB
95	6	turdim	O	VB
95	7	.	O	PUNCT
96	1	Noumid	O	JJ
96	2	shayton	O	N
96	3	.	O	PUNCT
97	1	Soat	O	N
97	2	sakkizda	O	N
97	3	do‘konning	O	N
97	4	darchalari	O	N
97	5	ochildi	O	VB
97	6	.	O	PUNCT
98	1	Navbatda	O	NER
98	2	turgan	O	VB
98	3	,	O	PUNCT
98	4	turmaganlar	O	N
98	5	harakatga	O	N
98	6	kirib	O	VB
98	7	,	O	PUNCT
98	8	to‘polon	O	N
98	9	boshlandi	O	VB
98	10	.	O	PUNCT
99	1	“	O	PUNCT
99	2	It	O	N
99	3	egasini	O	N
99	4	tanimay	O	VB
99	5	qoldi	O	VB
99	6	”	O	PUNCT
99	7	.	O	PUNCT
100	1	Bir	O	RR
100	2	mahal	O	RR
100	3	qarasam	O	VB
100	4	,	O	PUNCT
100	5	shirin	O	JJ
100	6	xayollar	O	N
100	7	bilan	O	II
100	8	uchinchi	O	VB
100	9	bo‘lib	O	VB
100	10	turgan	O	VB
100	11	Alisherjon	B-PER	NER
100	12	navbat	O	N
100	13	degan	O	II
100	14	bevafo	O	JJ
100	15	qurilmaning	O	N
100	16	o‘ttiz-o‘ttiz	O	NUM
100	17	beshinchisi	O	NUM
100	18	bo‘lib	O	VB
100	19	qolibdi	O	VB
100	20	.	O	PUNCT
101	1	Besh	B-MONEY	NUM
101	2	tiyinlik	I-MONEY	N
101	3	oq	O	JJ
101	4	bulochkalar	O	N
101	5	savdosi	O	N
101	6	boshlandi	O	VB
101	7	.	O	PUNCT
102	1	Qarasam	O	VB
102	2	,	O	PUNCT
102	3	quruq	O	JJ
102	4	qoladiganman	O	VB
102	5	.	O	PUNCT
103	1	Mehmonxona	O	N
103	2	belgisidagi	O	N
103	3	yulduzlar	O	N
103	4	soni	O	N
103	5	3	B-NUMERIC	NUM
103	6	tadan	I-NUMERIC	NUM
103	7	oshmasligi	O	N
103	8	kerak	O	MD
103	9	edi	O	VB
103	10	.	O	PUNCT
104	1	O‘sh	B-LOC	NER
104	2	shahri	O	N
104	3	hokimligi	O	N
104	4	Qirg‘izistonning	B-LOC	NER
104	5	O‘sh	B-LOC	NER
104	6	shahrida	O	N
104	7	O‘zbekiston	B-LOC	NER
104	8	bosh	O	N
104	9	konsulligi	O	N
104	10	rasman	O	RR
104	11	ochilish	O	VB
104	12	marosimi	O	N
104	13	bo‘lib	O	VB
104	14	o‘tdi	O	VB
104	15	.	O	PUNCT
105	1	O‘zbekistonning	B-LOC	NER
105	2	jahon	O	N
105	3	miqyosida	O	N
105	4	nufuzi	O	N
105	5	ortdi	O	VB
105	6	,	O	PUNCT
105	7	shon-shuhrati	O	N
105	8	yuksaldi	O	VB
105	9	,	O	PUNCT
105	10	mustaqillikning	O	N
105	11	siyosiy	O	JJ
105	12	va	O	C
105	13	iqtisodiy	O	JJ
105	14	negizi	O	N
105	15	mustahkamlandi	O	VB
105	16	.	O	PUNCT
106	1	O‘zbekistonning	B-LOC	NER
106	2	JSTga	B-ORG	NER
106	3	a’zo	O	N
106	4	bo‘lishi	O	VB
106	5	tashqi	O	JJ
106	6	iqtisodiy	O	JJ
106	7	siyosatning	O	N
106	8	ustuvor	O	JJ
106	9	yo‘nalishlaridan	O	N
106	10	biri	O	NUM
106	11	bo‘lib	O	VB
106	12	,	O	PUNCT
106	13	tashkilotga	O	N
106	14	a’zo	O	N
106	15	mamlakatlar	O	N
106	16	bilan	O	II
106	17	faol	O	JJ
106	18	hamkorlik	O	N
106	19	mamlakatimiz	O	N
106	20	iqtisodiyotining	O	N
106	21	barqaror	O	JJ
106	22	rivojida	O	N
106	23	alohida	O	JJ
106	24	ahamiyat	O	VB
106	25	kasb	O	VB
106	26	etadi	O	VB
106	27	.	O	PUNCT
107	1	O‘zbekistonning	B-LOC	NER
107	2	oltin-valyuta	O	NER
107	3	zaxiralari-oktabr	O	NER
107	4	oyidagi	O	N
107	5	o‘sishdan	O	N
107	6	so‘ng	O	II
107	7	,	O	PUNCT
107	8	-noyabr	O	N
107	9	oyida	O	N
107	10	biroz	O	RR
107	11	kamaydi	O	VB
107	12	.	O	PUNCT
108	1	O‘zbekistonning	B-LOC	NER
108	2	O‘sh	B-LOC	NER
108	3	shahridagi	O	N
108	4	bosh	O	N
108	5	konsulligi	O	NER
108	6	2022-yilda	B-TEMPORAL	NER
108	7	ish	O	N
108	8	boshlagan	O	VB
108	9	bo‘lib	O	VB
108	10	,	O	PUNCT
108	11	Qirg‘izistonning	B-LOC	NER
108	12	Botken	B-LOC	NER
108	13	,	O	PUNCT
108	14	Jalolobod	B-LOC	NER
108	15	va	O	C
108	16	O‘sh	B-LOC	NER
108	17	viloyatlariga	O	N
108	18	xizmat	O	VB
108	19	ko‘rsatadi	O	VB
108	20	.	O	PUNCT
109	1	O‘zbekistonning	B-LOC	NER
109	2	Qozog‘istondagi	B-LOC	NER
109	3	(	O	PUNCT
109	4	2008-2012-yillar	B-TEMPORAL	N
109	5	)	O	PUNCT
109	6	va	O	C
109	7	Yaponiyadagi	B-LOC	NER
109	8	(	O	PUNCT
109	9	2012-2017-yillar	B-TEMPORAL	N
109	10	)	O	PUNCT
109	11	elchixonalariga	O	N
109	12	rahbarlik	O	N
109	13	qilgan	O	VB
109	14	.	O	PUNCT
110	1	O‘zbekistonning	B-LOC	NER
110	2	rasmiy	O	JJ
110	3	zaxira	O	N
110	4	aktivlari-noyabr	O	N
110	5	oyida	O	N
110	6	8	B-MONEY	NER
110	7	million	I-MONEY	NER
110	8	dollarga	I-MONEY	NER
110	9	kamayib	O	VB
110	10	,	O	PUNCT
110	11	2023-yil	B-TEMPORAL	NUM
110	12	1-dekabr	I-TEMPORAL	N
110	13	holatiga	O	N
110	14	ko‘ra	O	II
110	15	,	O	PUNCT
110	16	32	B-MONEY	NER
110	17	milliard	I-MONEY	NER
110	18	8965	I-MONEY	NER
110	19	million	I-MONEY	NER
110	20	dollarni	I-MONEY	NER
110	21	tashkil	O	VB
110	22	etmoqda	O	VB
110	23	.	O	PUNCT
111	1	O‘zbekistonning	B-LOC	NER
111	2	Shanxay	B-ORG	NER
111	3	hamkorlik	I-ORG	NER
111	4	tashkilotiga	I-ORG	NER
111	5	raisligi	O	N
111	6	dunyo	O	N
111	7	miqyosida	O	N
111	8	shiddatli	O	JJ
111	9	jarayonlar	O	N
111	10	kechayotgan	O	VB
111	11	o‘ziga	O	P
111	12	xos	O	JJ
111	13	“	O	PUNCT
111	14	tarixiy	O	JJ
111	15	evrilish	O	VB
111	16	”	O	PUNCT
111	17	pallasiga	O	N
111	18	to‘g‘ri	O	VB
111	19	keldi	O	VB
111	20	–	O	PUNCT
111	21	bir	O	NUM
111	22	tarixiy	O	JJ
111	23	davr	O	N
111	24	nihoyasiga	O	IB
111	25	yetmoqda	O	IB
111	26	hamda	O	C
111	27	bashorat	O	VB
111	28	qilish	O	VB
111	29	mushkul	O	VB
111	30	bo‘lgan	O	VB
111	31	yangi	O	JJ
111	32	bir	O	NUM
111	33	davr	O	N
111	34	boshlanmoqda	O	N
111	35	.	O	PUNCT
112	1	O‘zbekistonning	B-LOC	NER
112	2	ShHTdagi	B-ORG	N
112	3	raisligi	O	N
112	4	:	O	PUNCT
112	5	birgalikda	O	RR
112	6	rivojlanish	O	VB
112	7	orqali	O	II
112	8	umumiy	O	JJ
112	9	muvaffaqiyat	O	N
112	10	sari	O	II
112	11	O‘zbekiston	B-LOC	NER
112	12	Respublikasi	I-LOC	NER
112	13	Shanxay	B-ORG	NER
112	14	hamkorlik	I-ORG	NER
112	15	tashkilotiga	I-ORG	NER
112	16	raislik	O	N
112	17	qilishdek	O	VB
112	18	mas’uliyatli	O	JJ
112	19	vazifani	O	N
112	20	o‘z	O	P
112	21	zimmasiga	O	VB
112	22	olgach	O	VB
112	23	,	O	PUNCT
112	24	asosiy	O	JJ
112	25	e’tiborni	O	N
112	26	hamkorlikning	O	N
112	27	yangi	O	JJ
112	28	ufqlarini	O	N
112	29	ochish	O	VB
112	30	va	O	C
112	31	har	O	P
112	32	bir	O	P
112	33	ishtirokchi	O	N
112	34	mamlakatning	O	N
112	35	foydalanilmagan	O	VB
112	36	rezervlarini	O	N
112	37	ishra	O	VB
112	38	solish	O	VB
112	39	orqali	O	II
112	40	Tashkilotni	O	N
112	41	jadal	O	RR
112	42	rivojlantirish	O	VB
112	43	strategiyasiga	O	N
112	44	qaratdi	O	VB
112	45	.	O	PUNCT
113	1	Odamlarning	O	N
113	2	oyog‘i	O	N
113	3	tingan	O	VB
113	4	,	O	PUNCT
113	5	odatda	O	RR
113	6	charog‘on	O	JJ
113	7	bo‘ladigan	O	VB
113	8	shaharning	O	N
113	9	bu	O	P
113	10	puchmog‘ida	O	N
113	11	har	O	P
113	12	joyda	O	P
113	13	bir	O	NUM
113	14	simyog‘ochning	O	N
113	15	xira	O	JJ
113	16	nurini	O	N
113	17	aytmasa	O	VB
113	18	,	O	PUNCT
113	19	zimiston	O	JJ
113	20	edi	O	VB
113	21	.	O	PUNCT
114	1	Iskandar	B-PER	NER
114	2	Karim	I-PER	NER
114	3	hech	O	P
114	4	qayerdan	O	P
114	5	,	O	PUNCT
114	6	hech	O	P
114	7	qanday	O	P
114	8	yordam	O	VB
114	9	,	O	PUNCT
114	10	najot	O	N
114	11	yo‘qligiga	O	N
114	12	ko‘zi	O	IB
114	13	yetdi	O	IB
114	14	.	O	PUNCT
115	1	Iskandar	B-PER	NER
115	2	Karim	I-PER	NER
115	3	bu	O	P
115	4	zo‘raki	O	JJ
115	5	muttahamlarning	O	JJ
115	6	niyati	O	N
115	7	buzuqligini	O	N
115	8	,	O	PUNCT
115	9	hech	O	P
115	10	narsadan	O	P
115	11	tap	O	IB
115	12	tortmasligini	O	IB
115	13	tushundi	O	IB
115	14	.	O	PUNCT
116	1	Otdan	O	N
116	2	bo‘lgan	O	VB
116	3	o‘t	O	N
116	4	yeydi	O	VB
116	5	,	O	PUNCT
116	6	itdan	O	N
116	7	bo‘lgan	O	VB
116	8	et	O	VB
116	9	yeydi-da	O	VB
116	10	axir	O	Prt
116	11	!	O	PUNCT
117	1	Sersoqol	O	JJ
117	2	cho‘ntagidan	O	N
117	3	kichkina	O	JJ
117	4	pichoq	O	N
117	5	chiqarib	O	VB
117	6	,	O	PUNCT
117	7	oy	O	N
117	8	yorug‘iga	O	N
117	9	tutdi	O	VB
117	10	.	O	PUNCT
118	1	Shunda	O	P
118	2	Iskandar	B-PER	NER
118	3	Karimning	I-PER	NER
118	4	ko‘zlari	O	N
118	5	qo‘rquvdan	O	N
118	6	ola-ko‘la	O	VB
118	7	bo‘lib	O	VB
118	8	ketdi	O	VB
118	9	.	O	PUNCT
119	1	Bu	O	P
119	2	haqda	O	II
119	3	bugun	O	RR
119	4	,	O	PUNCT
119	5	21	B-TEMPORAL	NER
