Sentence	Word	BIOES-Tag	English-version (translation)	
Sentence 30	haq	O	paid	
Sentence 30	to‘lanadigan	O	payable	
Sentence 30	qisqa	O	short	
Sentence 30	muddatli	O	term	
Sentence 30	maqsadli	O	targeted	
Sentence 30	ishlab	O	production	
Sentence 30	chiqarish	O	output	
Sentence 30	amaliyotlari	O	internships	
Sentence 30	tashkil	O	organization	
Sentence 30	etiladi	O	are conducted	
Sentence 30	hamda	O	and	
Sentence 30	Ilm	B-ORG	Science	
Sentence 30	fanni	I-ORG	science	
Sentence 30	moliyalashtirish	I-ORG	financing	
Sentence 30	va	I-ORG	and	
Sentence 30	innovatsiyalarni	I-ORG	innovations	
Sentence 30	qo‘llab	I-ORG	support	
Sentence 30	quvvatlash	I-ORG	assistance	
Sentence 30	jamg‘armasi	E-ORG	fund	
Sentence 30	mablag‘lari	O	funds	
Sentence 30	hisobidan	O	at the expense of	
Sentence 30	moliyalashtiriladi	O	will be financed	
Sentence 31	2024	O	2024	
Sentence 31	2025	O	2025	
Sentence 31	o‘quv	O	academic	
Sentence 31	yilidan	O	year	
Sentence 31	boshlab	O	starting	
Sentence 31	oliy	B-ORG	higher	
Sentence 31	ta’lim	I-ORG	education	
Sentence 31	muassasalariga	E-ORG	to institutions	
Sentence 31	kirish	O	entrance	
Sentence 31	imtihonlarini	O	exams	
Sentence 31	topshirish	O	taking	
Sentence 31	avval	O	before	
Sentence 31	test	O	test	
Sentence 31	so‘ng	O	after	
Sentence 31	tanlov	O	selection	
Sentence 31	tamoyili	O	principle	
Sentence 31	asosida	O	based on	
Sentence 31	tashkil	O	organized	
Sentence 31	etiladi	O	is done	
Sentence 31	hamda	O	and	
Sentence 31	abituriyentlarga	S-PER	to applicants	
Sentence 31	test	O	test	
Sentence 31	sinovi	O	examination	
Sentence 31	natijasida	O	as a result	
Sentence 31	to‘plagan	O	collected	
Sentence 31	balidan	O	from score	
Sentence 31	kelib	O	coming	
Sentence 31	chiqib	O	based on	
Sentence 31	oliy	B-ORG	higher	
Sentence 31	ta’lim	I-ORG	education	
Sentence 31	muassasasi	E-ORG	institution	
Sentence 31	ta’lim	O	education	
Sentence 31	yo‘nalishi	O	direction	
Sentence 31	va	O	and	
Sentence 31	shaklini	O	form	
Sentence 31	tanlash	O	choosing	
Sentence 31	imkoniyati	O	opportunity	
Sentence 31	yaratiladi	O	is created	
Sentence 32	Umumta’lim	O	General education	
Sentence 32	fanlari	O	subjects	
Sentence 32	bo‘yicha	O	according to	
Sentence 32	xalqaro	O	international	
Sentence 32	imtihon	O	examination	
Sentence 32	natijalari	O	results	
Sentence 32	bo‘yicha	O	according to	
Sentence 32	sertifikatlar	O	certificates	
Sentence 32	davlat	B-ORG	state	
Sentence 32	oliy	I-ORG	higher	
Sentence 32	ta’lim	I-ORG	education	
Sentence 32	muassasalariga	E-ORG	to institutions	
Sentence 32	qabul	O	admission	
Sentence 32	qilishda	O	in admission	
Sentence 32	inobatga	O	into account	
Sentence 32	olinadi	O	are taken	
Sentence 33	Bunda	O	In this case	
Sentence 33	tan	O	recognized	
Sentence 33	olingan	O	obtained	
Sentence 33	xalqaro	O	international	
Sentence 33	sertifikatlar	O	certificates	
Sentence 33	ro‘yxati	O	list	
Sentence 33	Oliy	B-ORG	Higher	
Sentence 33	ta’lim	I-ORG	education	
Sentence 33	fan	I-ORG	science	
Sentence 33	va	I-ORG	and	
Sentence 33	innovatsiyalar	I-ORG	innovations	
Sentence 33	vazirligi	E-ORG	ministry	
Sentence 33	qarori	O	decision	
Sentence 33	bilan	O	with	
Sentence 33	tasdiqlanadi	O	is approved	
Sentence 34	Yuqori	O	High	
Sentence 34	salohiyatli	O	potential	
Sentence 34	akademik	B-ORG	academic	
Sentence 34	litseylar	E-ORG	lyceums	
Sentence 34	o‘quv	O	educational	
Sentence 34	dasturlari	O	programs	
Sentence 34	xalqaro	O	international	
Sentence 34	dasturlar	O	programs	
Sentence 34	International	O	International	
Sentence 34	Advanced	O	Advanced	
Sentence 34	Levels	O	Levels	
Sentence 34	International	O	International	
Sentence 34	Baccalaureate	O	Baccalaureate	
Sentence 34	asosida	O	based on	
Sentence 34	ishlab	O	developed	
Sentence 34	chiqiladi	O	are created	
Sentence 35	Oliy	B-ORG	Higher	
Sentence 35	ta’lim	I-ORG	education	
Sentence 35	fan	I-ORG	science	
Sentence 35	va	I-ORG	and	
Sentence 35	innovatsiyalar	I-ORG	innovations	
Sentence 35	vazirligi	E-ORG	ministry	
Sentence 35	tomonidan	O	by	
Sentence 35	vakolati	O	authority	
Sentence 35	doirasida	O	within	
Sentence 35	nodavlat	O	non	
Sentence 35	ta’lim	O	education	
Sentence 35	tashkilotlari	S-ORG	organizations	
Sentence 35	faoliyatini	O	activities	
Sentence 35	davlat	S-LOC	state	
Sentence 35	akkreditatsiyasidan	O	from accreditation	
Sentence 35	o‘tkazish	O	conducting	
Sentence 35	vakolatli	B-ORG	authorized	
Sentence 35	organni	E-ORG	body	
Sentence 35	xabardor	O	notification	
Sentence 35	qilish	O	to do	
Sentence 35	tartibida	O	in the manner	
Sentence 35	amalga	O	implementation	
Sentence 35	oshiriladi	O	is carried out	
Sentence 36	Belgilansinki	O	It is established that	
Sentence 36	davlat	S-LOC	state	
Sentence 36	ilmiy	O	scientific	
Sentence 36	dasturlarini	O	programs	
Sentence 36	shakllantirishda	O	in forming	
Sentence 36	quyidagi	O	the following	
Sentence 36	tartib	O	procedure	
Sentence 36	joriy	O	introduced	
Sentence 36	etiladi	O	is implemented	
Sentence 37	Oliy	B-ORG	Higher	
Sentence 37	ta’lim	I-ORG	education	
Sentence 37	fan	I-ORG	science	
Sentence 37	va	I-ORG	and	
Sentence 37	innovatsiyalar	I-ORG	innovations	
Sentence 37	vazirligi	E-ORG	ministry	
Sentence 37	tomonidan	O	by	
Sentence 37	iqtisodiyot	O	economy	
Sentence 37	tarmoqlari	O	sectors	
Sentence 37	va	O	and	
Sentence 37	ijtimoiy	O	social	
Sentence 37	sohalarning	O	spheres'	
Sentence 37	mavjud	O	existing	
Sentence 37	muammolari	O	problems	
Sentence 37	ilmiy	O	scientific	
Sentence 37	yechimiga	O	solution	
Sentence 37	qaratilgan	O	directed	
Sentence 37	ilmiy	O	scientific	
Sentence 37	tadqiqot	O	research	
Sentence 37	ishlariga	O	works	
Sentence 37	davlat	O	state	
Sentence 37	buyurtmasi	O	order	
Sentence 37	tematik	O	thematic	
Sentence 37	ilmiy	O	scientific	
Sentence 37	mavzular	O	topics	
Sentence 37	ro‘yxati	O	list	
Sentence 37	tasdiqlanadi	O	is approved	
Sentence 38	Fan	O	Science	
Sentence 38	yo‘nalishlari	O	directions	
Sentence 38	bo‘yicha	O	according to	
Sentence 38	tegishli	O	relevant	
Sentence 38	ilmiy	B-ORG	scientific	
Sentence 38	texnik	I-ORG	technical	
Sentence 38	kengashlar	E-ORG	councils	
Sentence 38	tomonidan	O	by	
Sentence 38	loyihalarning	O	projects'	
Sentence 38	ilmiy	O	scientific	
Sentence 38	ekspertizasi	O	expertise	
Sentence 38	tashkil	O	organized	
Sentence 38	etiladi	O	is done	
Sentence 39	Davlat	O	State	
Sentence 39	ilmiy	O	scientific	
Sentence 39	dasturlariga	O	to programs	
Sentence 39	kiritiladigan	O	to be included	
Sentence 39	loyihalarning	O	projects'	
Sentence 39	yakuniy	O	final	
Sentence 39	ro‘yxati	O	list	
Sentence 39	tasdiqlanadi	O	is approved	
Sentence 40	Innovatsion	B-ORG	Innovative	
Sentence 40	rivojlanish	I-ORG	development	
Sentence 40	agentligi	E-ORG	agency	
Sentence 40	tomonidan	O	by	
Sentence 40	tasdiqlangan	O	approved	
Sentence 40	tematik	O	thematic	
Sentence 40	ilmiy	O	scientific	
Sentence 40	mavzular	O	topics	
Sentence 40	bo‘yicha	O	according to	
Sentence 40	ilmiy	O	scientific	
Sentence 40	tadqiqot	O	research	
Sentence 40	ishlariga	O	works	
Sentence 40	davlat	O	state	
Sentence 40	buyurtmasi	O	order	
Sentence 40	talablariga	O	requirements	
Sentence 40	muvofiq	O	in accordance	
Sentence 40	tanlovlar	O	competitions	
Sentence 40	o‘tkaziladi	O	are held	
Sentence 40	shuningdek	O	as well as	
Sentence 40	ilmiy	B-ORG	scientific	
Sentence 40	texnik	I-ORG	technical	
Sentence 40	kengashlar	E-ORG	councils	
Sentence 40	va	O	and	
Sentence 40	moliyaviy	O	financial	
Sentence 40	iqtisodiy	O	economic	
Sentence 40	ekspertizasi	O	expertise	
Sentence 40	tashkil	O	organized	
Sentence 40	etiladi	O	is done	
Sentence 41	Tasdiqlangan	O	Approved	
Sentence 41	loyihalar	O	projects	
Sentence 41	bo‘yicha	O	according to	
Sentence 41	shartnomalar	O	contracts	
Sentence 41	rasmiylashtiriladi	O	are formalized	
Sentence 42	Ilmiy	O	Scientific	
Sentence 42	loyihalarning	O	projects'	
Sentence 42	oraliq	O	interim	
Sentence 42	va	O	and	
Sentence 42	yakuniy	O	final	
Sentence 42	monitoringi	O	monitoring	
Sentence 42	yuritiladi	O	is conducted	
Sentence 43	Davlat	O	State	
Sentence 43	ilmiy	O	scientific	
Sentence 43	dasturlariga	O	to programs	
Sentence 43	kiritilgan	O	included	
Sentence 43	loyihalar	O	projects	
Sentence 43	Oliy	B-ORG	Higher	
Sentence 43	ta’lim	I-ORG	education	
Sentence 43	fan	I-ORG	science	
Sentence 43	va	I-ORG	and	
Sentence 43	innovatsiyalar	I-ORG	innovations	
Sentence 43	vazirligining	E-ORG	ministry's	
Sentence 43	Ilm	B-ORG	Science	
Sentence 43	fan	I-ORG	science	
Sentence 43	va	I-ORG	and	
Sentence 43	innovatsiyalar	I-ORG	innovations	
Sentence 43	kengashi	E-ORG	council	
Sentence 43	qaroriga	O	decision	
Sentence 43	asosan	O	based on	
Sentence 43	Ilm	B-ORG	Science	
Sentence 43	fanni	I-ORG	science	
Sentence 43	moliyalashtirish	I-ORG	financing	
Sentence 43	va	I-ORG	and	
Sentence 43	innovatsiyalarni	I-ORG	innovations	
Sentence 43	qo‘llab	I-ORG	support	
Sentence 43	quvvatlash	I-ORG	assistance	
Sentence 43	jamg‘armasi	E-ORG	fund	
Sentence 43	mablag‘lari	O	funds	
Sentence 43	hisobidan	O	at the expense of	
Sentence 43	moliyalashtiriladi	O	is financed	
Sentence 43	Ilmiy	O	Scientific	
Sentence 43	tadqiqot	O	research	
Sentence 43	ishlariga	O	works	
Sentence 43	davlat	O	state	
Sentence 43	buyurtmasiga	O	order	
Sentence 43	muvofiq	O	in accordance	
Sentence 43	bajariladigan	O	to be performed	
Sentence 43	ilmiy	O	scientific	
Sentence 43	loyihalar	O	projects	
Sentence 43	bo‘yicha	O	according to	
Sentence 43	tanlovlar	O	competitions	
Sentence 43	o‘tkazish	O	conducting	
Sentence 43	loyihalarni	O	projects	
Sentence 43	ilmiy	B-ORG	scientific	
Sentence 43	texnik	I-ORG	technical	
Sentence 43	kengashlar	E-ORG	councils	
Sentence 43	va	O	and	
Sentence 43	moliyaviy	O	financial	
Sentence 43	iqtisodiy	O	economic	
Sentence 43	ekspertizadan	O	from expertise	
Sentence 43	o‘tkazish	O	conducting	
Sentence 43	hamda	O	and	
Sentence 43	tanlab	O	selecting	
Sentence 43	olish	O	obtaining	
Sentence 43	jarayonlari	O	processes	
Sentence 43	Davlat	O	State	
Sentence 43	ilmiy	O	scientific	
Sentence 43	dasturlarining	O	programs'	
Sentence 43	yagona	O	unified	
Sentence 43	intellektual	O	intellectual	
Sentence 43	elektron	O	electronic	
Sentence 43	platformasi	O	platform	
Sentence 43	orqali	O	through	
Sentence 43	amalga	O	implementation	
Sentence 43	oshiriladi	O	is carried out	
Sentence 44	Oliy	B-ORG	Higher	
Sentence 44	ta’lim	I-ORG	education	
Sentence 44	fan	I-ORG	science	
Sentence 44	va	I-ORG	and	
Sentence 44	innovatsiyalar	I-ORG	innovations	
Sentence 44	vazirligi	E-ORG	ministry	
Sentence 44	huzuridagi	O	under	
Sentence 44	tegishli	O	relevant	
Sentence 44	fan	O	science	
Sentence 44	yo‘nalishlari	O	directions	
Sentence 44	bo‘yicha	O	according to	
Sentence 44	ilmiy	B-ORG	scientific	
Sentence 44	texnik	I-ORG	technical	
Sentence 44	kengashlar	E-ORG	councils	
Sentence 44	faoliyati	O	activities	
Sentence 44	quyidagi	O	the following	
Sentence 44	tartibda	O	procedure	
Sentence 44	tashkil	O	organized	
Sentence 44	etilsin	O	shall be	
Sentence 45	Ilmiy	B-ORG	Scientific	
Sentence 45	texnik	I-ORG	technical	
Sentence 45	kengashlar	E-ORG	councils	
Sentence 45	Scopus	O	Scopus	
Sentence 45	va	O	and	
Sentence 45	Web	O	Web	
Sentence 45	of	O	of	
Sentence 45	Science	O	Science	
Sentence 45	xalqaro	O	international	
Sentence 45	ilmiy	O	scientific	
Sentence 45	ma’lumotlar	O	data	
Sentence 45	bazalarida	O	in databases	
Sentence 45	Xirsh	O	Hirsch	
Sentence 45	indeksiga	O	index	
Sentence 45	ega	O	possessing	
Sentence 45	bundan	O	except	
Sentence 45	madaniyat	B-LOC	culture	
Sentence 45	markazini	E-LOC	center	
Sentence 45	o‘zbek	O	Uzbek	
Sentence 45	tili	O	language	
Sentence 45	tarix	O	history	
Sentence 45	sohalari	O	fields	
Sentence 45	mustasno	O	except	
Sentence 45	hamda	O	and	
Sentence 45	yangi	O	new	
Sentence 45	ilmiy	O	scientific	
Sentence 45	yo‘nalishlarda	O	in directions	
Sentence 45	xalqaro	O	international	
Sentence 45	darajada	O	level	
Sentence 45	ilmiy	O	scientific	
Sentence 45	tadqiqot	O	research	
Sentence 45	ishlari	O	works	
Sentence 45	bilan	O	with	
Sentence 45	shug‘ullanayotgan	O	engaged	
Sentence 45	olimlar	S-PER	scientists	
Sentence 45	orasidan	O	among	
Sentence 45	21	O	21	
Sentence 45	nafar	O	persons	
Sentence 45	tarkibda	O	in composition	
Sentence 45	shakllantiriladi	O	will be formed	
Sentence 45	Ilmiy	B-ORG	Scientific	
Sentence 45	texnik	I-ORG	technical	
Sentence 45	kengashlar	E-ORG	councils	
Sentence 45	a’zolarining	O	members'	
Sentence 45	yarmi	O	half	
Sentence 45	har	O	every	
Sentence 45	oyda	O	month	
Sentence 45	almashtiriladi	O	will be replaced	
Sentence 45	va	O	and	
Sentence 45	ilmiy	B-ORG	scientific	
Sentence 45	texnik	I-ORG	technical	
Sentence 45	kengashlar	E-ORG	councils	
Sentence 45	tarkibi	O	composition	
Sentence 45	bir	O	one	
Sentence 45	yilda	O	in a year	
Sentence 45	to‘liq	O	completely	
Sentence 45	yangilanadi	O	is renewed	
Sentence 45	Davlat	O	State	
Sentence 45	buyurtmasi	O	order	
Sentence 45	doirasida	O	within	
Sentence 45	shakllantirilgan	O	formed	
Sentence 45	loyihalarning	O	projects'	
Sentence 45	ilmiy	B-ORG	scientific	
Sentence 45	texnik	I-ORG	technical	
Sentence 45	kengashlar	E-ORG	councils	
Sentence 45	dagi	O	in	
Sentence 45	muhokamasiga	O	for discussion	
Sentence 45	xorijlik	O	foreign	
Sentence 45	vatandosh	O	compatriot	
Sentence 45	olimlarni	S-PER	scientists	
Sentence 45	ekspert	S-PER	expert	
Sentence 45	sifatida	O	as	
Sentence 45	jalb	O	attract	
Sentence 45	etish	O	to do	
Sentence 45	hamda	O	and	
Sentence 45	muhokamalarni	O	discussions	
Sentence 45	onlayn	O	online	
Sentence 45	tarzda	O	in manner	
Sentence 45	o‘tkazish	O	conducting	
Sentence 45	amaliyoti	O	practice	
Sentence 45	joriy	O	is introduced	
Sentence 45	etiladi	O	is done	
Sentence 46	Davlat	O	State	
Sentence 46	ilmiy	O	scientific	
Sentence 46	dasturlari	O	programs	
Sentence 46	natijadorligini	O	effectiveness	
Sentence 46	oshirish	O	increasing	
Sentence 46	bo‘yicha	O	according to	
Sentence 46	2023	O	2023	
Sentence 46	yil	O	year	
Sentence 46	avgustdan	O	from August	
Sentence 46	boshlab	O	starting	
Sentence 46	quyidagi	O	the following	
Sentence 46	tartib	O	procedure	
Sentence 46	joriy	O	is introduced	
Sentence 46	etilsin	O	shall be	
Sentence 47	Fundamental	O	Fundamental	
Sentence 47	loyihalar	O	projects	
Sentence 47	bo‘yicha	O	according to	
Sentence 47	xorijiy	O	foreign	
Sentence 47	oliy	O	higher	
Sentence 47	ta’lim	O	education	
Sentence 47	va	O	and	
Sentence 47	ilmiy	O	scientific	
Sentence 47	tadqiqot	O	research	
Sentence 47	tashkilotlarida	O	in organizations	
Sentence 47	faoliyat	O	activity	
Sentence 47	ko‘rsatayotgan	O	showing	
Sentence 47	va	O	and	
Sentence 47	loyiha	O	project	
Sentence 47	mavzusi	O	topic	
Sentence 47	yo‘nalishida	O	in direction	
Sentence 47	muhim	O	significant	
Sentence 47	natijalarga	O	results	
Sentence 47	erishgan	O	achieved	
Sentence 47	Scopus	O	Scopus	
Sentence 47	va	O	and	
Sentence 47	Web	O	Web	
Sentence 47	of	O	of	
Sentence 47	Science	O	Science	
Sentence 47	xalqaro	O	international	
Sentence 47	ilmiy	O	scientific	
Sentence 47	ma’lumotlar	O	data	
Sentence 47	bazalarida	O	in databases	
Sentence 47	Xirsh	O	Hirsch	
Sentence 47	indeksi	O	index	
Sentence 47	va	O	and	
Sentence 47	undan	O	than that	
Sentence 47	yuqori	O	higher	
Sentence 47	bo‘lgan	O	being	
Sentence 47	yetakchi	O	leading	
Sentence 47	olimlar	S-PER	scientists	
Sentence 47	hamrahbar	O	co	
Sentence 47	sifatida	O	as	
Sentence 47	jalb	O	involved	
Sentence 47	qilinadi	O	are	
Sentence 48	Yangi	O	New	
Sentence 48	ishlanmalar	O	developments	
Sentence 48	asosida	O	based on	
Sentence 48	innovatsion	O	innovative	
Sentence 48	mahsulotlar	O	products	
Sentence 48	ishlab	O	production	
Sentence 48	chiqarishni	O	manufacturing	
Sentence 48	tashkil	O	organization	
Sentence 48	etish	O	to do	
Sentence 48	bo‘yicha	O	according to	
Sentence 48	Innovatsion	B-ORG	Innovative	
Sentence 48	rivojlanish	I-ORG	development	
Sentence 48	agentligi	E-ORG	agency	
Sentence 48	tarmoq	O	network	
Sentence 48	tashkilotlarining	S-ORG	organizations'	
Sentence 48	innovatsiyalarga	O	to innovations	
Sentence 48	yangi	O	new	
Sentence 48	ishlanma	O	development	
Sentence 48	va	O	and	
Sentence 48	texnologiyalarga	O	technologies	
Sentence 48	bo‘lgan	O	being	
Sentence 48	ehtiyojlari	O	needs	
Sentence 48	asosida	O	based on	
Sentence 48	tijoratlashtirish	O	commercialization	
Sentence 48	loyihalarini	O	projects	
Sentence 48	va	O	and	
Sentence 48	innovatsion	O	innovative	
Sentence 48	spin	O	spin	
Sentence 48	off	O	off	
Sentence 48	korxonasi	S-ORG	company	
Sentence 48	loyihasini	O	project	
Sentence 48	tanlov	O	competition	
Sentence 48	asosida	O	based on	
Sentence 48	aniqlaydi	O	determines	
Sentence 49	Tanlov	O	Competition	
Sentence 49	natijalariga	O	according to results	
Sentence 49	ko‘ra	O	according to	
Sentence 49	g‘olib	O	winner	
Sentence 49	deb	O	declared	
Sentence 49	topilgan	O	found	
Sentence 49	tijoratlashtirish	O	commercialization	
Sentence 49	loyihalari	O	projects	
Sentence 49	va	O	and	
Sentence 49	innovatsion	O	innovative	
Sentence 49	spin	O	spin	
Sentence 49	off	O	off	
Sentence 49	korxonasi	S-ORG	company	
Sentence 49	loyihasi	O	project	
Sentence 49	Ilm	B-ORG	Science	
Sentence 49	fanni	I-ORG	science	
Sentence 49	moliyalashtirish	I-ORG	financing	
Sentence 49	va	I-ORG	and	
Sentence 49	innovatsiyalarni	I-ORG	innovations	
Sentence 49	qo‘llab	I-ORG	support	
Sentence 49	quvvatlash	I-ORG	assistance	
Sentence 49	jamg‘armasi	E-ORG	fund	
Sentence 49	mablag‘lari	O	funds	
Sentence 49	hisobidan	O	at the expense of	
Sentence 49	moliyalashtiriladi	O	are financed	
Sentence 50	Innovatsion	O	Innovative	
Sentence 50	mahsulotlarni	O	products	
Sentence 50	kelgusida	O	in the future	
Sentence 50	seriyalab	O	serially	
Sentence 50	sanoatda	O	in industry	
Sentence 50	ishlab	O	production	
Sentence 50	chiqarishni	O	manufacturing	
Sentence 50	tashkil	O	organization	
Sentence 50	etish	O	to do	
Sentence 50	maqsadida	O	with the aim	
Sentence 50	tanlov	O	competition	
Sentence 50	natijalariga	O	according to results	
Sentence 50	ko‘ra	O	according to	
Sentence 50	moliyalashtirilgan	O	financed	
Sentence 50	har	O	each	
Sentence 50	bir	O	one	
Sentence 50	tijoratlashtirish	O	commercialization	
Sentence 50	loyihasi	O	project	
Sentence 50	va	O	and	
Sentence 50	innovatsion	O	innovative	
Sentence 50	spin	O	spin	
Sentence 50	off	O	off	
Sentence 50	korxonasi	S-ORG	company	
Sentence 50	loyihasi	O	project	
Sentence 50	hamda	O	and	
Sentence 50	yakunlangan	O	completed	
Sentence 50	ilmiy	O	scientific	
Sentence 50	loyihalar	O	projects	
Sentence 50	tegishli	O	relevant	
Sentence 50	tarmoq	B-ORG	network	
Sentence 50	korxonasiga	E-ORG	to the enterprise	
Sentence 50	biriktiriladi	O	will be assigned	
Sentence 51	Tezkor	O	Prompt	
Sentence 51	ilmiy	O	scientific	
Sentence 51	yechimni	O	solution	
Sentence 51	ta’minlash	O	ensuring	
Sentence 51	talab	O	required	
Sentence 51	etiladigan	O	demanded	
Sentence 51	yo‘nalishlar	O	directions	
Sentence 51	yuqumli	O	infectious	
Sentence 51	kasalliklar	O	diseases	
Sentence 51	texnogen	O	technogenic	
Sentence 51	holatlar	O	situations	
Sentence 51	iqlim	O	climate	
Sentence 51	o‘zgarishi	O	change	
Sentence 51	va	O	and	
Sentence 51	tabiat	O	nature	
Sentence 51	hodisalariga	O	phenomena	
Sentence 51	oid	O	related	
Sentence 51	mikroelektronika	O	microelectronics	
Sentence 51	texnologiyalari	O	technologies	
Sentence 51	bo‘yicha	O	according to	
Sentence 51	yilgacha	O	up to the year	
Sentence 51	bo‘lgan	O	being	
Sentence 51	qisqa	O	short	
Sentence 51	muddatli	O	term	
Sentence 51	maqsadli	O	targeted	
Sentence 51	amaliy	O	practical	
Sentence 51	va	O	and	
Sentence 51	innovatsion	O	innovative	
Sentence 51	loyihalarni	O	projects	
Sentence 51	moliyalashtirish	O	financing	
Sentence 51	tartibi	O	procedure	
Sentence 51	joriy	O	is introduced	
Sentence 51	etiladi	O	is done	
Sentence 52	Oliy	B-PER	Higher	
Sentence 52	ta’lim	I-PER	education	
Sentence 52	fan	I-PER	science	
Sentence 52	va	I-PER	and	
Sentence 52	innovatsiyalar	I-PER	innovations	
Sentence 52	vaziriga	E-PER	to the minister	
Sentence 52	bakalavriat	O	bachelor's	
Sentence 52	ta’lim	O	education	
Sentence 52	yo‘nalishlariga	O	to directions	
Sentence 52	mos	O	corresponding	
Sentence 52	test	O	test	
Sentence 52	sinovi	O	examination	
Sentence 52	topshiriladigan	O	to be taken	
Sentence 52	fanlar	O	subjects	
Sentence 52	majmuasi	O	set	
Sentence 52	test	O	test	
Sentence 52	topshiriqlari	O	tasks	
Sentence 52	soni	O	number	
Sentence 52	va	O	and	
Sentence 52	baholash	O	evaluation	
Sentence 52	mezonlarini	O	criteria	
Sentence 52	tasdiqlash	O	approval	
Sentence 52	vakolati	O	authority	
Sentence 52	berilsin	O	is granted	
Sentence 53	Oliy	B-PER	Higher	
Sentence 53	ta’lim	I-PER	Education	
Sentence 53	fan	I-PER	Science	
Sentence 53	va	I-PER	and	
Sentence 53	innovatsiyalar	I-PER	Innovations	
Sentence 53	vaziriga	E-PER	to the minister	
Sentence 53	respublika	B-ORG	Republic	
Sentence 53	oliy	I-ORG	Higher	
Sentence 53	ta’lim	I-ORG	Education	
Sentence 53	tashkilotlariga	E-ORG	to organizations	
Sentence 53	qabul	O	Admission	
Sentence 53	jarayonida	O	during the process	
Sentence 53	kasbiy	O	Professional	
Sentence 53	ijodiy	O	Creative	
Sentence 53	imtihonlarga	O	to exams	
Sentence 53	qo‘yiladigan	O	Set	
Sentence 53	umumiy	O	General	
Sentence 53	talablarni	O	Requirements	
Sentence 53	belgilash	O	Defining	
Sentence 53	vakolati	O	Authority	
Sentence 53	berilsin	O	Be granted	
Sentence 54	Oliy	B-PER	Higher	
Sentence 54	ta’lim	I-PER	Education	
Sentence 54	fan	I-PER	Science	
Sentence 54	va	I-PER	and	
Sentence 54	innovatsiyalar	I-PER	Innovations	
Sentence 54	vaziriga	E-PER	to the minister	
Sentence 54	talabalar	S-PER	Students	
Sentence 54	o‘qishini	O	Studies	
Sentence 54	ko‘chirish	O	Transfer	
Sentence 54	va	O	and	
Sentence 54	magistraturaga	O	to master's degree	
